ID,TalkMove_Pred,Transcript,Turn,Sentence,TalkMove_Truth
19,None,TalkBack.Year1.Benson.Fall.121019,6,If you werent,None
20,None,TalkBack.Year1.Benson.Fall.121019,7,You guys should go ask someone else,None
21,None,TalkBack.Year1.Benson.Fall.121019,7,Youre comparing,Keeping Everyone Together
23,None,TalkBack.Year1.Benson.Fall.121019,9,Start again,None
24,None,TalkBack.Year1.Benson.Fall.121019,9,I have no idea what you just said,None
25,None,TalkBack.Year1.Benson.Fall.121019,9,You said what,Keeping Everyone Together
26,None,TalkBack.Year1.Benson.Fall.121019,10,Yes but youre  Its just picking out different areas,None
27,None,TalkBack.Year1.Benson.Fall.121019,10,You have about another minute and a half,None
29,None,TalkBack.Year1.Benson.Fall.121019,12,30 more seconds,None
30,None,TalkBack.Year1.Benson.Fall.121019,12,Both of those different problems,None
31,None,TalkBack.Year1.Benson.Fall.121019,12,Show me on your fingers if you need more time,None
32,None,TalkBack.Year1.Benson.Fall.121019,12,How many minutes do you need,None
33,None,TalkBack.Year1.Benson.Fall.121019,12,Five is not going to happen,None
34,None,TalkBack.Year1.Benson.Fall.121019,12,Two and three so Ill give about two and a half more,None
35,None,TalkBack.Year1.Benson.Fall.121019,12,Hustle up,None
36,None,TalkBack.Year1.Benson.Fall.121019,13,Okay,None
37,None,TalkBack.Year1.Benson.Fall.121019,13,Times up,None
182,Revoicing,TalkBack.Year1.Benson.Fall.121019,89,So you did it right underneath the way that they kind of modeled for us,Keeping Everyone Together
184,Keeping Everyone Together,TalkBack.Year1.Benson.Fall.121019,91,Everyone understand and agree,Getting Students to Relate to Another's Ideas
185,Getting Students to Relate to Another's Ideas,TalkBack.Year1.Benson.Fall.121019,91,Any disagreements on how Matt or Dakota solved their problem,Getting Students to Relate to Another's Ideas
187,None,TalkBack.Year1.Benson.Fall.121019,93,Lets give her a shhshhshhshhshh your great,None
188,None,TalkBack.Year1.Benson.Fall.121019,94,Shhshhshhshhshh your great,None
189,None,TalkBack.Year1.Benson.Fall.121019,95,Thank you for sharing,None
190,None,TalkBack.Year1.Benson.Fall.121019,95,All right my friends,None
191,None,TalkBack.Year1.Benson.Fall.121019,95,Were going to do a couple of practice questions,None
192,None,TalkBack.Year1.Benson.Fall.121019,95,Take out your whiteboard,None
193,Pressing for Accuracy,TalkBack.Year1.Benson.Fall.121019,96,Please show me a partition rectangle for the problem 30 times 87 on your whiteboard,None
194,Pressing for Accuracy,TalkBack.Year1.Benson.Fall.121019,96,A partition rectangle of 30 and 87,None
195,Keeping Everyone Together,TalkBack.Year1.Benson.Fall.121019,97,All right what I want you to do is look at your face partner,None
196,None,TalkBack.Year1.Benson.Fall.121019,97,Carson come,None
197,None,TalkBack.Year1.Benson.Fall.121019,97,You guys be just a group of three,None
198,None,TalkBack.Year1.Benson.Fall.121019,97,Actually Dallas will you go be Carsons face partner a little bit,None
199,None,TalkBack.Year1.Benson.Fall.121019,97,face partner on the table and one of yours is Lisa,None
200,None,TalkBack.Year1.Benson.Fall.121019,97,You be partners with Megan,None
201,None,TalkBack.Year1.Benson.Fall.121019,97,Please go quick or Carson you can go there,None
202,None,TalkBack.Year1.Benson.Fall.121019,97,It might be easier if you can go up there,None
203,Getting Students to Relate to Another's Ideas,TalkBack.Year1.Benson.Fall.121019,97,I want you to take your whiteboard and swap with your face partner,None
204,Pressing for Reasoning,TalkBack.Year1.Benson.Fall.121019,97,I want you to analyze all these little problems,None
205,Getting Students to Relate to Another's Ideas,TalkBack.Year1.Benson.Fall.121019,97,If you disagree I want you to talk about what you didnt do or if you have questions about what they did,None
206,Keeping Everyone Together,TalkBack.Year1.Benson.Fall.121019,98,Can you listen to directions first so you know what you need to do,None
207,None,TalkBack.Year1.Benson.Fall.121019,98,Thank you,None
208,Getting Students to Relate to Another's Ideas,TalkBack.Year1.Benson.Fall.121019,98,Analyze what your partner did,None
209,Getting Students to Relate to Another's Ideas,TalkBack.Year1.Benson.Fall.121019,98,See if you can follow the steps that they took,None
210,Getting Students to Relate to Another's Ideas,TalkBack.Year1.Benson.Fall.121019,98,Make sure you agree with them,None
211,Getting Students to Relate to Another's Ideas,TalkBack.Year1.Benson.Fall.121019,98,If you disagree or youre confused on what steps they took I want you to ask them about it,None
212,Pressing for Reasoning,TalkBack.Year1.Benson.Fall.121019,98,Why did you write 240,Pressing for Reasoning
213,Pressing for Reasoning,TalkBack.Year1.Benson.Fall.121019,98,Why did you write 180,Pressing for Reasoning
214,Pressing for Reasoning,TalkBack.Year1.Benson.Fall.121019,98,Why did you add these numbers together,Pressing for Reasoning
215,Pressing for Reasoning,TalkBack.Year1.Benson.Fall.121019,98,I dont understand how you can put your rectangle,None
216,Getting Students to Relate to Another's Ideas,TalkBack.Year1.Benson.Fall.121019,98,Those are the kinds of questions I want you to be asking each other,None
217,Getting Students to Relate to Another's Ideas,TalkBack.Year1.Benson.Fall.121019,98,If you totally agree I want you to describe what your partner did,None
218,None,TalkBack.Year1.Benson.Fall.121019,98,I see that you split your rectangle into blah blah blah because Talk through your problems,None
219,None,TalkBack.Year1.Benson.Fall.121019,98,Make sure you give your partner  that,None
220,None,TalkBack.Year1.Benson.Fall.121019,98,Thank you for  to explain,None
221,Pressing for Reasoning,TalkBack.Year1.Benson.Fall.121019,98,I would like Jesse and Faith to come and explain how they did their problem,Pressing for Accuracy
222,Pressing for Accuracy,TalkBack.Year1.Benson.Fall.121019,98,I need you to come up and you can just show on your whiteboard if you want,None
223,Pressing for Accuracy,TalkBack.Year1.Benson.Fall.121019,98,You can write on my whiteboard if you want,None
224,None,TalkBack.Year1.Benson.Fall.121019,98,Is that marker not working,None
228,Pressing for Accuracy,TalkBack.Year1.Benson.Fall.121019,100,Did you really,Keeping Everyone Together
230,Pressing for Reasoning,TalkBack.Year1.Benson.Fall.121019,102,All right where,Pressing for Accuracy
231,Pressing for Reasoning,TalkBack.Year1.Benson.Fall.121019,102,How,Pressing for Accuracy
313,Pressing for Accuracy,TalkBack.Year1.Benson.Fall.121019,150,What is 30 times 7,Pressing for Accuracy
314,None,TalkBack.Year1.Benson.Fall.121019,150,David,Keeping Everyone Together
316,None,TalkBack.Year1.Benson.Fall.121019,152,I have more multiplication problems to solve,None
317,Pressing for Accuracy,TalkBack.Year1.Benson.Fall.121019,152,What is 4 times 10,Pressing for Accuracy
319,None,TalkBack.Year1.Benson.Fall.121019,154,Joel,Keeping Everyone Together
321,Pressing for Accuracy,TalkBack.Year1.Benson.Fall.121019,156,40 and then whats the multiplication problem for this last box,Pressing for Accuracy
322,None,TalkBack.Year1.Benson.Fall.121019,156,Josh,Keeping Everyone Together
324,Restating,TalkBack.Year1.Benson.Fall.121019,158,7 times 4 which is,Pressing for Accuracy
326,None,TalkBack.Year1.Benson.Fall.121019,160,Just 28 because there are no extra zeros just 28,Revoicing
327,None,TalkBack.Year1.Benson.Fall.121019,160,Now Im going to add up all these products small products that I got in the middle of my boxes Im going to add all those together,None
328,None,TalkBack.Year1.Benson.Fall.121019,160,I have to do 3002104028,None
329,None,TalkBack.Year1.Benson.Fall.121019,160,Is this going to be really important for you to line up your places properly,Keeping Everyone Together
331,None,TalkBack.Year1.Benson.Fall.121019,162,Yes make sure all your ones are lined up all your tens are lined up all your 100 are lined up,None
332,None,TalkBack.Year1.Benson.Fall.121019,162,Im going to let you solve that real quick,None
333,None,TalkBack.Year1.Benson.Fall.121019,162,Thumbs up when you have the,Keeping Everyone Together
334,Pressing for Accuracy,TalkBack.Year1.Benson.Fall.121019,163,Brant what did you get,Pressing for Accuracy
336,Getting Students to Relate to Another's Ideas,TalkBack.Year1.Benson.Fall.121019,165,578 anyone get something different,Getting Students to Relate to Another's Ideas
337,Pressing for Accuracy,TalkBack.Year1.Benson.Fall.121019,165,Joel what did you get,Pressing for Accuracy
340,None,TalkBack.Year1.Benson.Fall.121019,169,You see what you got,Keeping Everyone Together
341,None,TalkBack.Year1.Benson.Fall.121019,169,Everyone else got 578,Keeping Everyone Together
343,None,TalkBack.Year1.Benson.Fall.121019,171,Go to the next box over,None
344,None,TalkBack.Year1.Benson.Fall.121019,171,Were going to write this problem as 34 times 17,None
345,None,TalkBack.Year1.Benson.Fall.121019,171,I want you to get used to going Oh yes oh yes oh yes oh yes,None
346,None,TalkBack.Year1.Benson.Fall.121019,171,The reason why Im having you go here and here is because you have to multiply all the values times each other and it looks like this,None
347,None,TalkBack.Year1.Benson.Fall.121019,171,Ill show you what I mean,None
348,Pressing for Accuracy,TalkBack.Year1.Benson.Fall.121019,171,What is the value of these three right here,Pressing for Accuracy
350,None,TalkBack.Year1.Benson.Fall.121019,173,nan,Restating
351,Pressing for Accuracy,TalkBack.Year1.Benson.Fall.121019,173,I need to multiply that times the value of this digit right here which is,Pressing for Accuracy
353,Restating,TalkBack.Year1.Benson.Fall.121019,175,10 Im done here,Revoicing
354,Pressing for Accuracy,TalkBack.Year1.Benson.Fall.121019,175,Now Im going to take this value of this digit which was what,Pressing for Accuracy
356,Pressing for Accuracy,TalkBack.Year1.Benson.Fall.121019,177,30 and I have to multiply it here whats the value of this digit,Pressing for Accuracy
358,Pressing for Accuracy,TalkBack.Year1.Benson.Fall.121019,179,Seven Im done with Uh uh I need to take the value of this digit what was that,Pressing for Accuracy
361,None,TalkBack.Year1.Benson.Fall.121019,182,Its worth 10,Revoicing
362,None,TalkBack.Year1.Benson.Fall.121019,182,I need to multiply here,None
363,Pressing for Accuracy,TalkBack.Year1.Benson.Fall.121019,182,Whats this digit worth,Pressing for Accuracy
366,None,TalkBack.Year1.Benson.Fall.121019,185,I need to do this last one,None
367,Pressing for Accuracy,TalkBack.Year1.Benson.Fall.121019,185,The value of this times this is,Pressing for Accuracy
369,None,TalkBack.Year1.Benson.Fall.121019,187,I can multiplytwodigitstimestwodigits,None
370,None,TalkBack.Year1.Benson.Fall.121019,187,Okay,None
371,None,TalkBack.Year1.Benson.Fall.121019,187,Once you get all your facts sorted out then you could find the answers to them and you add them all together,None
372,Pressing for Accuracy,TalkBack.Year1.Benson.Fall.121019,187,What is 3 times 1,Pressing for Accuracy
374,None,TalkBack.Year1.Benson.Fall.121019,189,3 times 1 is 3 and I have two extra zeros on the end of that 73,Revoicing
375,Pressing for Accuracy,TalkBack.Year1.Benson.Fall.121019,189,What is 3 times 7,Pressing for Accuracy
378,None,TalkBack.Year1.Benson.Fall.121019,192,Along with an extra zero,None
379,Pressing for Accuracy,TalkBack.Year1.Benson.Fall.121019,192,10 times 4,None
381,Pressing for Accuracy,TalkBack.Year1.Benson.Fall.121019,194,7 times 4,Pressing for Accuracy
383,None,TalkBack.Year1.Benson.Fall.121019,196,Add them all together making sure all of your columns are appropriately lined up,None
384,None,TalkBack.Year1.Benson.Fall.121019,196,I have a feeling youre going to get a very common answer with your,None
386,None,TalkBack.Year1.Benson.Fall.121019,198,again,None
92,None,TalkBack.Year1.Benson.Fall.121019,48,Yes,None
94,Revoicing,TalkBack.Year1.Benson.Fall.121019,50,It was following a pattern and then it messed you up didnt it,Keeping Everyone Together
96,None,TalkBack.Year1.Benson.Fall.121019,52,All right,None
97,None,TalkBack.Year1.Benson.Fall.121019,52,You may erase yes,None
98,None,TalkBack.Year1.Benson.Fall.121019,52,Erase your whiteboard,None
99,None,TalkBack.Year1.Benson.Fall.121019,52,Hi,None
100,None,TalkBack.Year1.Benson.Fall.121019,52,On your math journal on the top two problems Thank you,None
101,Pressing for Reasoning,TalkBack.Year1.Benson.Fall.121019,53,Whats different from the problem that were looking at compared to what weve been doing,Pressing for Accuracy
102,Pressing for Reasoning,TalkBack.Year1.Benson.Fall.121019,53,Jesse whats different about this problem,Pressing for Accuracy
103,None,TalkBack.Year1.Benson.Fall.121019,53,Its multiplication,None
104,Pressing for Reasoning,TalkBack.Year1.Benson.Fall.121019,53,Weve been working on multiplication all unit long so whats different about this,Pressing for Accuracy
106,Restating,TalkBack.Year1.Benson.Fall.121019,55,Were doing a twodigit number times a twodigit number,Restating
107,Pressing for Accuracy,TalkBack.Year1.Benson.Fall.121019,55,What have we been doing,Pressing for Accuracy
108,Revoicing,TalkBack.Year1.Benson.Fall.121019,56,A twodigit times a onedigit right,Keeping Everyone Together
109,None,TalkBack.Year1.Benson.Fall.121019,56,So its a little bit different,None
110,None,TalkBack.Year1.Benson.Fall.121019,56,Let me make sure I have the right I dont think I have the right page,None
111,None,TalkBack.Year1.Benson.Fall.121019,57,Thats not the right one,None
112,None,TalkBack.Year1.Benson.Fall.121019,58,Yes thats not the right one,None
113,None,TalkBack.Year1.Benson.Fall.121019,59,I was going to say This is not the right page,None
467,None,TalkBack.Year1.Benson.Spring.011320,44,There you go,None
468,Pressing for Accuracy,TalkBack.Year1.Benson.Spring.011320,44,What did he multiply 4 by to get 12,Getting Students to Relate to Another's Ideas
469,None,TalkBack.Year1.Benson.Spring.011320,44,Also,None
471,Restating,TalkBack.Year1.Benson.Spring.011320,46,Also 3,Revoicing
472,None,TalkBack.Year1.Benson.Spring.011320,46,Remember that when youre making an equivalent fraction if youre multiplying the top number and the bottom number by the same thing,None
473,None,TalkBack.Year1.Benson.Spring.011320,46,So 3 on the bottom 3 on the top,None
474,None,TalkBack.Year1.Benson.Spring.011320,46,Youre going to get an equivalent fraction,None
475,Keeping Everyone Together,TalkBack.Year1.Benson.Spring.011320,46,Who did 23 as theirs,Keeping Everyone Together
476,None,TalkBack.Year1.Benson.Spring.011320,46,The pink problem,Keeping Everyone Together
477,Pressing for Reasoning,TalkBack.Year1.Benson.Spring.011320,46,Bryce whatd you end up doing,Pressing for Accuracy
479,Revoicing,TalkBack.Year1.Benson.Spring.011320,48,You did multiples,Keeping Everyone Together
480,Revoicing,TalkBack.Year1.Benson.Spring.011320,48,So you did multiples of 2,Keeping Everyone Together
482,Revoicing,TalkBack.Year1.Benson.Spring.011320,50,So when you started listing your multiples you need 2 4 6,Keeping Everyone Together
484,None,TalkBack.Year1.Benson.Spring.011320,52,Okay,None
485,Getting Students to Relate to Another's Ideas,TalkBack.Year1.Benson.Spring.011320,52,Ryder can you tell me how that makes sense to you,Getting Students to Relate to Another's Ideas
486,Getting Students to Relate to Another's Ideas,TalkBack.Year1.Benson.Spring.011320,52,Why did Bryce do multiples,Getting Students to Relate to Another's Ideas
489,None,TalkBack.Year1.Benson.Spring.011320,54,Okay,None
490,Getting Students to Relate to Another's Ideas,TalkBack.Year1.Benson.Spring.011320,54,Any other suggestions on how that could work,Pressing for Accuracy
491,Keeping Everyone Together,TalkBack.Year1.Benson.Spring.011320,54,Who did 410,Keeping Everyone Together
492,None,TalkBack.Year1.Benson.Spring.011320,54,Its a green one,None
493,Pressing for Accuracy,TalkBack.Year1.Benson.Spring.011320,54,Taylor whatd you get as equivalent,Pressing for Accuracy
495,None,TalkBack.Year1.Benson.Spring.011320,56,Okay,None
496,Pressing for Accuracy,TalkBack.Year1.Benson.Spring.011320,56,Did you do another one,Keeping Everyone Together
581,None,TalkBack.Year1.Benson.Spring.011320,102,Jamie did one,None
582,Pressing for Accuracy,TalkBack.Year1.Benson.Spring.011320,102,Anyone at this middle table do any math here,Keeping Everyone Together
584,None,TalkBack.Year1.Benson.Spring.011320,104,I havent heard from you,None
585,Pressing for Reasoning,TalkBack.Year1.Benson.Spring.011320,104,All right Caleb tell me what you did,Pressing for Accuracy
587,Pressing for Reasoning,TalkBack.Year1.Benson.Spring.011320,106,Why did you do that,Pressing for Reasoning
591,Pressing for Accuracy,TalkBack.Year1.Benson.Spring.011320,108,You have another one,Keeping Everyone Together
595,None,TalkBack.Year1.Benson.Spring.011320,110,Excellent,None
596,Pressing for Accuracy,TalkBack.Year1.Benson.Spring.011320,110,Did anyone reduce this down to a smaller fraction,Keeping Everyone Together
599,None,TalkBack.Year1.Benson.Spring.011320,112,Oh hi,None
600,None,TalkBack.Year1.Benson.Spring.011320,112,I dont want math,None
601,None,TalkBack.Year1.Benson.Spring.011320,112,Where did that come from,None
602,None,TalkBack.Year1.Benson.Spring.011320,113,Jeez sorry,None
603,None,TalkBack.Year1.Benson.Spring.011320,113,Well thats crazy,None
604,None,TalkBack.Year1.Benson.Spring.011320,114,Technology went a little crazy with me this morning sorry guys,None
605,None,TalkBack.Year1.Benson.Spring.011320,115,Well its showing up weird isnt it,None
606,None,TalkBack.Year1.Benson.Spring.011320,115,Its not in my Google Docs this is a Google Doc,None
607,None,TalkBack.Year1.Benson.Spring.011320,115,Anyway lets try this again,None
608,Pressing for Accuracy,TalkBack.Year1.Benson.Spring.011320,115,Did anyone reduce that fraction down,Keeping Everyone Together
609,Pressing for Accuracy,TalkBack.Year1.Benson.Spring.011320,115,If we have 6100 is there a smaller portion that could,None
610,Pressing for Reasoning,TalkBack.Year1.Benson.Spring.011320,116,What do you think Sophie,Pressing for Accuracy
612,Restating,TalkBack.Year1.Benson.Spring.011320,117,610,Restating
613,None,TalkBack.Year1.Benson.Spring.011320,117,Think of your place value tens and hundreds that we were looking at,None
614,Pressing for Reasoning,TalkBack.Year1.Benson.Spring.011320,117,If you colored in 60 little cubes out of the 100 how many of those would be tenths,Pressing for Accuracy
616,Restating,TalkBack.Year1.Benson.Spring.011320,119,Six of them,Revoicing
617,None,TalkBack.Year1.Benson.Spring.011320,119,Theres another way when you have big fractions like this a lot of times you can make them smaller versions or they call it reducing your fraction okay,Keeping Everyone Together
618,None,TalkBack.Year1.Benson.Spring.011320,119,Any questions on that,Keeping Everyone Together
619,None,TalkBack.Year1.Benson.Spring.011320,119,Katie,Keeping Everyone Together
621,Pressing for Accuracy,TalkBack.Year1.Benson.Spring.011320,121,What,Keeping Everyone Together
659,None,TalkBack.Year1.Benson.Spring.011320,138,This is one of them that would be two of them that would be three of them,None
660,None,TalkBack.Year1.Benson.Spring.011320,138,Then its just basically asking you what piece is equal to that,None
661,None,TalkBack.Year1.Benson.Spring.011320,138,If you lay your halfcircle or your pink piece on there those are equal,None
662,None,TalkBack.Year1.Benson.Spring.011320,139,Heres your next question,None
663,None,TalkBack.Year1.Benson.Spring.011320,139,Take out your purple pieces,None
664,None,TalkBack.Year1.Benson.Spring.011320,139,Remember that theyre different from dark blue so make sure youre getting purple not dark blue,None
665,None,TalkBack.Year1.Benson.Spring.011320,139,We want this one,None
667,Restating,TalkBack.Year1.Benson.Spring.011320,140,The tenths,Restating
668,None,TalkBack.Year1.Benson.Spring.011320,140,Take out your purple pieces,None
670,None,TalkBack.Year1.Benson.Spring.011320,142,Rob if you go over to I think its the first column second go down the stairs there are bags of fraction circle pieces you may borrow,None
671,Keeping Everyone Together,TalkBack.Year1.Benson.Spring.011320,142,There should be four or five  Did everybody find their purple pieces,Keeping Everyone Together
673,Pressing for Accuracy,TalkBack.Year1.Benson.Spring.011320,144,All right this is going to be onefourth of a new shape how many of them would we need to make the whole thing,Pressing for Accuracy
674,Pressing for Accuracy,TalkBack.Year1.Benson.Spring.011320,144,Show me on your fingers,Keeping Everyone Together
675,None,TalkBack.Year1.Benson.Spring.011320,144,That purple piece is one fourth four four four four four four four four four four four four three four four four four four four,None
676,None,TalkBack.Year1.Benson.Spring.011320,144,Okay one out of the four pieces it needs this is one of them two of them three of them four of them okay,Keeping Everyone Together
677,Pressing for Accuracy,TalkBack.Year1.Benson.Spring.011320,144,Is that more or less than what you just had with your light blue pieces,Pressing for Accuracy
679,Pressing for Reasoning,TalkBack.Year1.Benson.Spring.011320,146,Less why is it less,Pressing for Reasoning
680,Pressing for Reasoning,TalkBack.Year1.Benson.Spring.011320,146,Stephan why is this onefourth fraction less than this onethird fraction,Pressing for Reasoning
682,Revoicing,TalkBack.Year1.Benson.Spring.011320,148,Right if I were to lay this on top do you see right here theres some space missing underneath it would not be equal,Revoicing
683,None,TalkBack.Year1.Benson.Spring.011320,148,Theres another group missing so youre right Stephan that would be right,None
684,Pressing for Accuracy,TalkBack.Year1.Benson.Spring.011320,148,What would the whole be,Pressing for Accuracy
685,Pressing for Accuracy,TalkBack.Year1.Benson.Spring.011320,148,What would the whole be if I were looking at that would you put on top of that,Pressing for Accuracy
686,None,TalkBack.Year1.Benson.Spring.011320,148,Think about your different color pieces and leave them out there,None
687,None,TalkBack.Year1.Benson.Spring.011320,148,That works,Keeping Everyone Together
688,Pressing for Accuracy,TalkBack.Year1.Benson.Spring.011320,148,Does an orange piece work,Keeping Everyone Together
704,Pressing for Reasoning,TalkBack.Year1.Benson.Spring.011320,154,Look for pieces where you add two together and it is kind of halfway between those two,None
705,None,TalkBack.Year1.Benson.Spring.011320,154,You are using the wrong color sweetheart you need this color thats the dark blue use four of these ones instead,None
706,None,TalkBack.Year1.Benson.Spring.011320,154,Get all four of your purple use four of them honey,None
707,None,TalkBack.Year1.Benson.Spring.011320,154,I see people trying blues,None
708,Pressing for Reasoning,TalkBack.Year1.Benson.Spring.011320,154,Katie what did you try,Pressing for Accuracy
710,Revoicing,TalkBack.Year1.Benson.Spring.011320,156,You did two green huh,Keeping Everyone Together
711,Pressing for Accuracy,TalkBack.Year1.Benson.Spring.011320,156,Lets focus just on the color because when we say fifth that means were thinking of the whole as a full circle,None
712,Pressing for Reasoning,TalkBack.Year1.Benson.Spring.011320,156,Are we really doing the whole as a full circle right now,Keeping Everyone Together
714,Pressing for Accuracy,TalkBack.Year1.Benson.Spring.011320,158,What is the whole Katie,Pressing for Accuracy
716,None,TalkBack.Year1.Benson.Spring.011320,160,Two colors,Keeping Everyone Together
718,Restating,TalkBack.Year1.Benson.Spring.011320,162,Two greens,Restating
719,None,TalkBack.Year1.Benson.Spring.011320,162,Pull out two dark greens not light greens but dark greens,None
720,Pressing for Accuracy,TalkBack.Year1.Benson.Spring.011320,163,We only have three fourth Thats one fourth,None
721,None,TalkBack.Year1.Benson.Spring.011320,163,There it was sorry,None
722,None,TalkBack.Year1.Benson.Spring.011320,163,the purple,None
723,None,TalkBack.Year1.Benson.Spring.011320,163,We try two dark greens,None
724,Keeping Everyone Together,TalkBack.Year1.Benson.Spring.011320,163,Does everybody see the two dark greens filled up the space of those four purples,Keeping Everyone Together
725,None,TalkBack.Year1.Benson.Spring.011320,163,These are not friendly to us are they,None
771,None,TalkBack.Year1.Benson.Spring.011320,185,So take up your light greens,None
772,Pressing for Accuracy,TalkBack.Year1.Benson.Spring.011320,185,Josh tell me what does number two say,Keeping Everyone Together
773,Pressing for Accuracy,TalkBack.Year1.Benson.Spring.011320,186,If light green is one fourth what is the whole,Pressing for Accuracy
774,Pressing for Accuracy,TalkBack.Year1.Benson.Spring.011320,186,Aaron that tells me that light green needs how many totals to make the whole,Pressing for Accuracy
776,Revoicing,TalkBack.Year1.Benson.Spring.011320,188,One and my denominator tells me how many to get to the whole thing,Pressing for Accuracy
778,Revoicing,TalkBack.Year1.Benson.Spring.011320,190,Four of them,Revoicing
779,Pressing for Accuracy,TalkBack.Year1.Benson.Spring.011320,190,So how many light greens should you take out,Pressing for Accuracy
781,Restating,TalkBack.Year1.Benson.Spring.011320,192,Four,Restating
782,Pressing for Reasoning,TalkBack.Year1.Benson.Spring.011320,192,Sophie what did I just show you on here,Pressing for Accuracy
783,Pressing for Accuracy,TalkBack.Year1.Benson.Spring.011320,192,This is onefourth and what did I add together,Pressing for Accuracy
785,None,TalkBack.Year1.Benson.Spring.011320,194,Heres one fourth another fourth heres another one,Revoicing
786,Pressing for Accuracy,TalkBack.Year1.Benson.Spring.011320,194,This is what threefourths,Keeping Everyone Together
787,Pressing for Accuracy,TalkBack.Year1.Benson.Spring.011320,194,Whats this one worth,Pressing for Accuracy
789,Pressing for Accuracy,TalkBack.Year1.Benson.Spring.011320,196,Onefourth plus,Pressing for Accuracy
791,Pressing for Reasoning,TalkBack.Year1.Benson.Spring.011320,198,Okay did I create my whole,Keeping Everyone Together
792,Pressing for Accuracy,TalkBack.Year1.Benson.Spring.011320,198,What does that equal,Pressing for Accuracy
810,None,TalkBack.Year1.Benson.Spring.011320,204,Maddox,Keeping Everyone Together
812,Revoicing,TalkBack.Year1.Benson.Spring.011320,206,It could be two light blues,Revoicing
813,Pressing for Reasoning,TalkBack.Year1.Benson.Spring.011320,206,Lets see if that works also,None
814,None,TalkBack.Year1.Benson.Spring.011320,206,You know what Im going to do is lay the greens on top I think that makes it a little bit easier,None
815,None,TalkBack.Year1.Benson.Spring.011320,206,Deely had a good idea she was doing it this way instead,None
816,Getting Students to Relate to Another's Ideas,TalkBack.Year1.Benson.Spring.011320,206,Do you agree with Maddox,Getting Students to Relate to Another's Ideas
818,Revoicing,TalkBack.Year1.Benson.Spring.011320,208,We could say its equal to one orange or two light blues,None
819,None,TalkBack.Year1.Benson.Spring.011320,208,I agree with you Maddox that could be the whole,None
820,None,TalkBack.Year1.Benson.Spring.011320,208,Katie,Keeping Everyone Together
822,Restating,TalkBack.Year1.Benson.Spring.011320,210,Three dark blue lets see if that works,Revoicing
823,Getting Students to Relate to Another's Ideas,TalkBack.Year1.Benson.Spring.011320,210,Do you agree with Katie that three dark blues could be the whole,Getting Students to Relate to Another's Ideas
825,None,TalkBack.Year1.Benson.Spring.011320,212,Definitely,None
826,None,TalkBack.Year1.Benson.Spring.011320,212,All right so you should have one of those choices written into your book,None
827,None,TalkBack.Year1.Benson.Spring.011320,212,Make that a little bit bigger,None
828,None,TalkBack.Year1.Benson.Spring.011320,212,Josh chose number two,None
